date,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Temperature,Fall_detection
"23/1/2023, 21:55:46",132,-284,20228,-488,-3,60,30.37,0
"23/1/2023, 21:55:47",240,-92,19784,-489,-92,61,30.41,0
"23/1/2023, 21:55:48",200,-140,19928,-481,-69,35,30.41,0
"23/1/2023, 21:55:49",108,-44,20004,-498,-67,55,30.41,0
"23/1/2023, 21:55:50",304,12,20044,-469,-39,77,30.55,0
"23/1/2023, 21:55:51",260,-36,20020,-497,-8,55,30.46,0
"23/1/2023, 21:55:52",48,-88,20120,-469,-75,63,30.46,0
"23/1/2023, 21:55:53",68,60,20144,-472,-38,58,30.46,0
"23/1/2023, 21:55:54",180,-120,20212,-446,-34,63,30.51,0
"23/1/2023, 21:55:55",-7812,-184,18028,-467,4550,220,30.46,2
"23/1/2023, 21:55:56",-10056,-128,16036,-489,6,49,30.51,2
"23/1/2023, 21:55:57",-9856,-160,16716,-468,-198,81,30.46,2
"23/1/2023, 21:55:58",-9876,-112,16496,-472,28,65,30.6,2
"23/1/2023, 21:55:59",-9868,-12,16112,-471,118,58,30.51,2
"23/1/2023, 21:56:00",-10344,-108,16000,-481,225,33,30.55,2
"23/1/2023, 21:56:01",-10924,-120,15740,-464,-180,78,30.55,2
"23/1/2023, 21:56:02",-10840,-176,15604,-488,-24,76,30.55,2
"23/1/2023, 21:56:03",-10772,-152,15740,-465,-201,71,30.51,2
"23/1/2023, 21:56:04",-2496,-356,18056,31,-9693,-2140,30.55,2
"23/1/2023, 21:56:05",-84,-108,19896,-427,-99,59,30.55,2
"23/1/2023, 21:56:06",128,-136,20108,-465,-76,65,30.51,0
"23/1/2023, 21:56:07",232,-132,20008,-472,-44,52,30.55,0
"23/1/2023, 21:56:08",-208,-124,20116,-470,-146,51,30.55,0
"23/1/2023, 21:56:09",460,-148,20028,-488,-25,64,30.6,0
"23/1/2023, 21:56:10",92,-68,20068,-479,-46,34,30.6,0
"23/1/2023, 21:56:11",96,-160,20144,-478,-79,41,30.55,0
"23/1/2023, 21:56:12",344,-40,20012,-458,11,41,30.55,0
"23/1/2023, 21:56:13",216,-12,19944,-471,-57,77,30.65,0
"23/1/2023, 21:56:14",240,-132,19980,-487,-18,35,30.51,0
"23/1/2023, 21:56:15",156,108,19892,-421,24,82,30.65,0
"23/1/2023, 21:56:16",532,-184,20140,-466,67,90,30.55,0
"23/1/2023, 21:56:17",-7816,-64,17520,-488,5443,176,30.65,2
"23/1/2023, 21:56:18",-10112,-44,16480,-472,233,42,30.65,2
"23/1/2023, 21:56:19",-10340,-100,16516,-525,778,147,30.69,2
"23/1/2023, 21:56:20",-10092,-56,15852,-472,-425,39,30.65,2
"23/1/2023, 21:56:21",-9904,-164,15900,-476,-169,39,30.69,2
"23/1/2023, 21:56:22",-10456,-128,15708,-495,-90,73,30.65,2
"23/1/2023, 21:56:23",-10448,-128,15416,-486,-1566,8,30.69,2
"23/1/2023, 21:56:24",7900,-284,15368,-74,-600,75,30.65,2
"23/1/2023, 21:56:25",-560,76,20316,-522,-317,22,30.74,0
"23/1/2023, 21:56:26",92,-48,19928,-465,-107,86,30.79,0
"23/1/2023, 21:56:27",-136,4,0,-492,0,89,30.69,0
"23/1/2023, 21:56:28",216,-156,39848,-526,-176,45,30.69,0
"23/1/2023, 21:56:29",156,-104,20060,-467,-62,71,30.74,0
"23/1/2023, 21:56:30",92,-108,20028,-492,-109,48,30.65,0
"23/1/2023, 21:56:31",416,-176,19892,-457,-25,38,30.79,0
"23/1/2023, 21:56:32",180,-136,20012,-456,-88,72,30.65,0
"23/1/2023, 21:56:33",208,-124,19968,-473,-13,58,30.6,0
"23/1/2023, 21:56:34",-56,-100,20128,-468,-102,61,30.74,0
"23/1/2023, 21:56:35",332,-36,19868,-493,-13,71,30.84,0
"23/1/2023, 21:56:36",116,-80,20104,-466,-73,62,30.69,0
"23/1/2023, 21:56:37",-2380,732,17452,-1134,2596,-57,30.74,2
"23/1/2023, 21:56:38",-10260,-28,16436,-314,-330,-203,30.74,2
"23/1/2023, 21:56:39",-9496,-172,16348,-483,-333,51,30.69,2
"23/1/2023, 21:56:40",-10380,-168,16264,-476,-235,70,30.74,2
"23/1/2023, 21:56:41",-9892,-104,15980,-479,351,68,30.69,2
"23/1/2023, 21:56:42",-10420,-220,16240,-471,54,65,30.69,2
"23/1/2023, 21:56:43",-10456,-80,15428,-488,329,62,30.69,2
"23/1/2023, 21:56:44",-10168,-56,15616,-473,46,39,30.74,2
"23/1/2023, 21:56:45",-10576,-160,15572,-510,-1027,43,30.79,2
"23/1/2023, 21:56:46",-476,-784,19852,-677,-393,29,30.88,2
"23/1/2023, 21:56:47",188,-52,19912,-499,-84,61,30.79,0
"23/1/2023, 21:56:48",128,-128,20072,-429,-65,51,30.74,0
"23/1/2023, 21:56:49",-4,-56,20060,-483,-26,46,30.79,0
"23/1/2023, 21:56:50",116,-48,20120,-475,-55,61,30.88,0
"23/1/2023, 21:56:51",112,-80,20168,-482,-94,70,30.84,0
"23/1/2023, 21:56:52",188,-196,20100,-487,-100,71,30.84,0
"23/1/2023, 21:56:53",-60,-52,20172,-525,-150,79,30.84,0
"23/1/2023, 21:56:54",636,-12,19752,-190,466,59,30.79,2
"23/1/2023, 21:56:55",-840,-52,19872,-529,2442,191,30.88,2
"23/1/2023, 21:56:56",-9384,-148,16688,-479,1321,75,30.88,2
"23/1/2023, 21:56:57",-9964,-108,16340,-510,-338,55,30.79,2
"23/1/2023, 21:56:58",-9956,-184,16028,-491,910,113,30.79,2
"23/1/2023, 21:56:59",-10084,-156,16096,-453,-265,73,30.79,2
"23/1/2023, 21:57:00",-10132,-144,15736,-462,-6,54,30.88,2
"23/1/2023, 21:57:01",-10620,-84,15844,-486,-126,81,30.84,2
"23/1/2023, 21:57:02",-10588,52,15908,-474,0,67,30.88,2
"23/1/2023, 21:57:03",-1592,-236,20216,-336,-6303,-1084,30.88,2
"23/1/2023, 21:57:04",720,0,19480,0,-175,49,30.84,0
"23/1/2023, 21:57:05",64,56,20200,-1091,-88,47,30.79,0
"23/1/2023, 21:57:06",172,16,20080,-487,34,66,30.88,0
"23/1/2023, 21:57:07",-52,-100,20152,-478,-44,46,30.98,0
"23/1/2023, 21:57:08",200,-120,20120,-477,-93,65,30.93,0
"23/1/2023, 21:57:09",20,-160,20224,-470,-68,48,30.88,0
"23/1/2023, 21:57:10",-1188,44,19356,-442,3825,181,30.98,2
"23/1/2023, 21:57:11",-10316,-276,15964,-469,1173,91,30.88,2
"23/1/2023, 21:57:12",-10108,-44,15896,-470,-490,46,30.93,2
"23/1/2023, 21:57:13",-10104,-136,16012,-480,212,54,30.88,2
"23/1/2023, 21:57:14",-10360,-128,15536,0,-22,63,30.93,2
"23/1/2023, 21:57:15",0,0,0,-466,0,0,0,2
"23/1/2023, 21:57:16",-21120,-332,31016,-492,172,111,61.76,2
"23/1/2023, 21:57:17",-10596,-124,15664,-943,123,57,30.88,2
"23/1/2023, 21:57:18",-10720,-84,15756,-507,-182,71,30.93,2
"23/1/2023, 21:57:19",-7996,-204,17920,-812,-9240,428,31.02,2
"23/1/2023, 21:57:20",-324,132,20160,-906,-1062,29,30.98,2
"23/1/2023, 21:57:21",128,-160,19976,-514,-60,70,30.93,0
"23/1/2023, 21:57:22",424,-60,20004,-463,7,61,30.93,0
"23/1/2023, 21:57:23",160,-12,19988,-505,-91,60,30.88,0
"23/1/2023, 21:57:24",-180,-60,20256,-465,-147,70,30.93,0
"23/1/2023, 21:57:25",276,-104,20008,-475,-57,43,30.93,0
"23/1/2023, 21:57:26",176,-12,20180,-482,-71,64,30.93,0
"23/1/2023, 21:57:27",140,-108,20068,-484,-44,38,31.02,0
"23/1/2023, 21:57:28",252,-100,19908,-492,-72,51,31.12,0
"23/1/2023, 21:57:29",268,-104,20096,-461,0,31,30.98,0
"23/1/2023, 21:57:30",224,16,20052,-485,-118,79,31.07,0
"23/1/2023, 21:57:31",0,156,0,-662,-162,50,31.02,0
"23/1/2023, 21:57:32",308,-140,40144,-487,-71,80,30.93,0
"23/1/2023, 21:57:33",-3480,-252,19620,-505,7084,378,0,2
"23/1/2023, 21:57:34",-9336,-180,16664,-478,-535,51,61.86,2
"23/1/2023, 21:57:35",-9896,-208,16244,-469,-140,49,30.93,2
"23/1/2023, 21:57:36",-9612,-156,16424,-494,-10,43,30.98,2
"23/1/2023, 21:57:37",-9860,-52,16408,-467,-211,68,30.84,2
"23/1/2023, 21:57:38",-9712,-160,16280,-490,129,63,30.98,2
"23/1/2023, 21:57:39",-9240,-244,16380,-479,-180,26,30.98,2
"23/1/2023, 21:57:40",-7572,-12,17264,74,-9341,-994,31.02,2
"23/1/2023, 21:57:41",1036,-348,19732,-435,236,33,30.93,0
"23/1/2023, 21:57:42",-16,-48,20280,-484,-114,45,31.07,0
"23/1/2023, 21:57:43",144,-184,20148,-475,-69,48,0,0
"23/1/2023, 21:57:44",364,-240,20012,-462,5,0,61.91,0
"23/1/2023, 21:57:45",0,-8,19876,-467,0,124,30.93,0
"23/1/2023, 21:57:46",60,12,20088,-488,-167,89,0,0
"23/1/2023, 21:57:47",0,0,0,0,0,0,31.02,0
"23/1/2023, 21:57:48",-11000,-376,37072,-947,1711,133,61.96,2
"23/1/2023, 21:57:49",-9768,-212,16088,-462,-2,64,31.02,2
"23/1/2023, 21:57:50",-10280,-84,16476,-472,-237,73,31.02,2
"23/1/2023, 21:57:51",-9996,-128,16068,-498,0,27,31.02,2
"23/1/2023, 21:57:52",-9684,-132,15832,-485,-417,40,31.02,2
"23/1/2023, 21:57:53",0,-132,15968,-490,-61,31,30.98,2
"23/1/2023, 21:57:54",-10080,0,0,0,0,0,0,2
"23/1/2023, 21:57:57",-13076,-300,35876,-920,-9315,-236,61.91,2
"23/1/2023, 21:57:58",-1044,-772,60592,-1282,33,230,93.16,2
"23/1/2023, 21:57:59",136,24,19928,-466,-22,53,0,0
"23/1/2023, 21:58:00",16,-192,19992,-492,-73,49,62.04,0
"23/1/2023, 21:58:01",0,-156,19924,-507,-79,72,31.07,0
"23/1/2023, 21:58:02",500,-12,19956,-477,-74,53,31.02,0
"23/1/2023, 21:58:04",348,-232,40064,-921,-112,126,62.19,0
"23/1/2023, 21:58:05",72,-40,20112,-484,-63,61,31.02,0
"23/1/2023, 21:58:06",328,-108,19896,-472,-48,71,31.07,0
"23/1/2023, 21:58:07",304,-248,19960,-478,-106,18,31.02,0
"23/1/2023, 21:58:08",136,-28,19984,0,-58,302,31.02,0
"23/1/2023, 21:58:09",-6256,0,20944,-2564,4575,231,31.21,2
"23/1/2023, 21:58:10",-8804,-1232,16304,-360,1831,-85,0,2
"23/1/2023, 21:58:11",-9520,-216,16740,-473,-46,64,62.14,2
"23/1/2023, 21:58:12",-9972,-172,16644,-469,-188,0,31.07,2
"23/1/2023, 21:58:13",-9816,-164,16308,-520,179,137,31.07,2
"23/1/2023, 21:58:14",0,-116,16412,-453,-216,0,31.07,2
"23/1/2023, 21:58:15",-19984,-104,16468,-496,-132,157,31.12,2
"23/1/2023, 21:58:16",-9924,-180,16348,-521,-160,46,0,2
"23/1/2023, 21:58:17",-508,452,0,-331,-150,343,31.02,2
"23/1/2023, 21:58:18",276,72,39460,-444,-77,4,62.29,0
"23/1/2023, 21:58:20",-32,-160,40256,-925,-55,112,62.14,0
"23/1/2023, 21:58:21",108,0,20124,-455,35,73,31.02,0
"23/1/2023, 21:58:22",644,-196,19984,-475,-54,63,31.17,0
"23/1/2023, 21:58:23",108,-136,20060,-487,-94,45,31.17,0
"23/1/2023, 21:58:24",-816,-296,20612,-289,-155,48,31.12,0
"23/1/2023, 21:58:25",0,-120,21648,-699,7801,325,31.12,0
"23/1/2023, 21:58:26",172,0,0,0,0,0,0,0
"23/1/2023, 21:58:27",-18664,-392,32360,-446,763,58,62.19,2
"23/1/2023, 21:58:28",-9744,-52,16256,-1028,273,80,0,2
"23/1/2023, 21:58:29",0,-108,16324,-447,54,26,62.19,2
"23/1/2023, 21:58:30",-9536,-136,0,-468,-265,0,31.21,2
"23/1/2023, 21:58:31",-9752,0,16340,0,0,83,0,2
